14.210,11.760,39.200,6.860,37.338,16.758,-11.368,65.660,49.980,8.232,33.516,42.728,35.672,80.654,57.820,9.800,34.888,36.162
14.210,11.760,39.200,6.860,37.338,16.758,-11.368,65.660,49.980,8.232,33.516,42.728,35.672,80.752,57.428,9.702,34.888,36.162
14.210,11.760,39.200,6.860,37.240,16.856,-11.368,65.660,49.980,8.232,33.516,42.728,35.672,80.752,57.428,9.702,34.888,36.162
14.210,11.760,39.200,6.860,37.240,16.856,-11.270,65.758,49.882,8.232,33.516,42.728,35.672,80.752,57.428,9.702,34.888,36.162
14.210,11.760,38.906,6.860,37.240,16.856,-11.270,65.758,49.882,8.428,33.418,42.630,35.672,80.752,57.428,9.702,34.888,36.162
14.210,11.760,38.906,6.860,37.240,16.856,-11.270,65.758,49.882,8.428,33.418,42.630,35.672,80.752,57.428,9.702,34.888,36.162
14.210,11.760,38.906,6.860,37.240,16.856,-11.270,65.758,49.882,8.428,33.418,42.630,35.672,80.850,57.722,9.996,34.594,36.162
14.210,11.760,38.906,6.664,37.142,16.856,-11.270,65.758,49.882,8.428,33.418,42.630,35.672,80.850,57.722,9.996,34.594,36.162
14.210,11.760,38.906,6.664,37.142,16.856,-11.172,65.170,50.078,8.428,33.418,42.630,35.672,80.850,57.722,9.996,34.594,36.162
14.210,11.760,38.906,6.664,37.142,16.856,-11.172,65.170,50.078,8.428,33.418,42.630,35.672,80.850,57.722,9.996,34.594,36.162
14.308,11.662,39.102,6.664,37.142,16.856,-11.172,65.170,50.078,8.428,33.124,42.630,35.574,80.654,57.624,9.996,34.594,36.162
14.308,11.662,39.102,6.664,37.142,16.856,-11.172,65.170,50.078,8.428,33.124,42.630,35.574,80.654,57.624,9.898,34.888,36.162
14.308,11.662,39.102,6.762,37.240,16.856,-11.172,65.170,50.078,8.428,33.124,42.630,35.574,80.654,57.624,9.898,34.888,36.162
14.308,11.662,39.102,6.762,37.240,16.856,-11.368,65.464,50.078,8.428,33.124,42.630,35.574,80.654,57.624,9.898,34.888,36.162
14.308,11.662,39.102,6.762,37.240,16.856,-11.368,65.464,50.078,8.428,33.124,42.630,35.476,80.948,57.722,9.898,34.888,36.162
14.210,11.858,39.102,6.762,37.240,16.856,-11.368,65.464,50.078,8.232,33.124,42.630,35.476,80.948,57.722,9.898,34.888,36.162
14.210,11.858,39.102,6.762,37.240,16.856,-11.368,65.464,50.078,8.232,33.124,42.630,35.476,80.948,57.722,9.800,34.594,36.162
14.210,11.858,39.102,6.860,37.142,16.856,-11.368,65.464,50.078,8.232,33.124,42.630,35.476,80.948,57.722,9.800,34.594,36.162
14.210,11.858,39.102,6.860,37.142,16.856,-11.074,65.464,50.078,8.232,33.124,42.630,35.476,80.948,57.722,9.800,34.594,36.162
14.210,11.858,39.102,6.860,37.142,16.856,-11.074,65.464,50.078,8.232,33.124,42.630,35.476,80.948,57.722,9.800,34.594,36.162
14.210,11.858,39.102,6.860,37.142,16.856,-11.074,65.464,50.078,8.232,33.320,42.826,35.476,80.948,57.722,9.800,34.594,36.162
14.210,11.760,39.102,6.860,37.142,16.856,-11.074,65.464,50.078,8.232,33.320,42.826,35.476,80.948,57.722,9.800,34.986,36.260
14.210,11.760,39.102,6.860,37.142,16.856,-11.074,65.464,50.078,8.232,33.320,42.826,35.476,80.948,57.722,9.800,34.986,36.260
14.210,11.760,39.102,6.762,37.338,16.856,-11.270,65.464,50.078,8.232,33.320,42.826,35.476,80.752,57.526,9.800,34.986,36.260
14.210,11.760,39.102,6.762,37.338,16.856,-11.270,65.464,50.078,8.232,33.320,42.826,35.476,80.752,57.526,9.800,34.986,36.260
14.210,11.760,39.102,6.762,37.338,16.856,-11.270,65.464,50.078,8.330,33.320,42.728,35.476,80.752,57.526,9.800,34.986,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.464,50.078,8.330,33.320,42.728,35.476,80.752,57.526,9.800,34.888,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.464,50.078,8.330,33.320,42.728,35.476,80.752,57.526,9.800,34.888,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.660,50.078,8.330,33.320,42.728,35.574,80.850,57.526,9.800,34.888,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.660,50.078,8.330,33.320,42.728,35.574,80.850,57.526,9.800,34.888,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.660,50.078,8.232,33.320,42.728,35.574,80.850,57.526,9.800,34.888,36.260
14.308,11.760,39.298,6.762,37.338,16.856,-11.270,65.660,50.078,8.232,33.320,42.728,35.574,80.850,57.526,9.996,34.692,36.260
14.308,11.858,39.200,6.762,37.338,16.856,-11.270,65.660,50.078,8.232,33.320,42.728,35.574,80.654,57.722,9.996,34.692,36.260
14.308,11.858,39.200,6.664,37.044,16.758,-10.878,65.562,49.980,8.232,33.320,42.728,35.574,80.654,57.722,9.996,34.692,36.260
14.308,11.858,39.200,6.664,37.044,16.758,-10.878,65.562,49.980,8.232,33.320,42.728,35.574,80.654,57.722,9.996,34.692,36.260
14.308,11.858,39.200,6.664,37.044,16.758,-10.878,65.562,49.980,8.428,33.418,42.728,35.574,80.654,57.722,9.996,34.692,36.260
14.308,11.858,39.200,6.664,37.044,16.758,-10.878,65.562,49.980,8.428,33.418,42.728,35.574,80.654,57.722,9.898,34.790,36.162
14.308,11.858,39.200,6.664,37.044,16.758,-10.878,65.562,49.980,8.428,33.418,42.728,35.574,80.752,57.526,9.898,34.790,36.162
