-8.232,2.744,52.038,-9.506,-12.348,43.414,-22.148,-29.792,67.032,-34.888,-1.568,52.038,8.232,22.246,89.278,-0.882,10.780,51.646
-8.330,2.940,51.940,-9.506,-12.348,43.414,-22.148,-29.890,67.228,-34.888,-1.568,52.038,8.526,22.246,89.180,-0.882,10.780,51.646
-8.330,2.940,51.940,-9.506,-12.348,43.414,-22.148,-29.890,67.228,-34.594,-1.470,52.038,8.526,22.246,89.180,-0.882,10.878,51.450
-8.232,2.744,51.940,-9.506,-12.544,43.512,-22.148,-29.498,67.228,-34.594,-1.470,52.038,8.526,22.246,89.180,-0.882,10.878,51.450
-8.232,2.744,51.940,-9.506,-12.544,43.512,-22.148,-29.498,67.228,-34.790,-1.372,52.038,8.036,22.246,89.278,-0.882,10.486,51.744
-8.232,2.744,51.940,-9.310,-12.544,43.512,-22.148,-29.498,67.228,-34.790,-1.372,52.038,8.036,22.246,89.278,-0.882,10.486,51.744
-8.330,2.744,52.038,-9.310,-12.544,43.512,-22.344,-29.792,67.228,-34.692,-1.372,52.136,8.232,21.952,89.180,-0.882,10.486,51.744
-8.330,2.744,52.038,-9.310,-12.544,43.512,-22.344,-29.792,67.228,-34.692,-1.372,52.136,8.232,21.952,89.180,-0.882,10.780,51.744
-8.232,2.842,51.842,-9.310,-12.544,43.512,-22.344,-29.988,67.130,-34.790,-1.568,51.940,8.232,21.952,89.180,-0.882,10.780,51.744
-8.232,2.842,51.842,-9.310,-12.544,43.512,-22.344,-29.988,67.130,-34.790,-1.568,51.940,8.232,22.148,89.278,-0.784,10.682,51.744
-8.526,2.744,52.038,-9.408,-12.348,43.512,-22.148,-29.596,67.130,-34.790,-1.274,52.038,8.232,22.148,89.082,-0.882,10.780,51.646
-8.134,2.842,51.940,-9.408,-12.348,43.512,-22.344,-29.596,67.228,-34.692,-1.470,51.940,8.232,22.148,89.082,-0.882,10.780,51.646
-8.134,2.842,51.940,-9.408,-12.348,43.512,-22.344,-29.596,67.228,-34.692,-1.470,51.940,8.428,22.344,89.376,-0.882,10.780,51.646
-8.134,2.842,51.940,-9.408,-12.348,43.610,-22.344,-29.596,67.228,-34.986,-1.666,52.136,8.428,22.344,89.376,-0.784,10.780,51.450
-8.036,2.842,51.940,-9.408,-12.348,43.610,-21.952,-29.694,67.228,-34.986,-1.666,52.136,8.428,22.344,89.376,-0.784,10.780,51.450
-8.036,2.842,51.940,-9.212,-12.446,43.414,-21.952,-29.694,67.228,-34.986,-1.666,52.136,8.428,22.050,89.376,-0.882,10.780,51.646
-8.134,2.646,52.038,-9.212,-12.446,43.414,-22.148,-29.596,67.228,-34.692,-1.470,51.940,8.428,22.050,89.376,-0.882,10.780,51.646
-8.134,2.646,52.038,-9.212,-12.446,43.414,-22.148,-29.596,67.228,-34.692,-1.470,51.940,8.134,22.344,89.180,-0.882,10.780,51.646
-8.134,2.646,52.038,-9.408,-12.152,43.512,-22.148,-29.596,67.228,-34.594,-1.372,52.038,8.134,22.344,89.180,-0.882,10.780,51.646
-8.036,2.548,51.940,-9.408,-12.152,43.512,-22.344,-29.694,67.032,-34.594,-1.372,52.038,8.134,22.344,89.180,-0.882,10.780,51.646
-7.742,2.940,52.136,-9.016,-11.270,43.708,-22.050,-29.106,67.326,-28.812,-0.588,52.626,8.232,21.952,89.180,-0.588,10.682,51.646
-7.350,4.606,51.254,-9.016,-11.270,43.708,-22.050,-29.106,67.326,-28.812,-0.588,52.626,8.428,22.050,89.180,-0.196,10.682,51.744
-7.350,4.606,51.254,-9.016,-11.270,43.708,-22.050,-23.422,68.992,-28.812,-0.588,52.626,8.428,22.050,89.180,-0.196,10.682,51.744
-7.350,4.606,51.254,-8.820,-8.134,44.296,-22.050,-23.422,68.992,-16.268,3.430,53.214,8.330,22.246,89.180,1.176,10.486,51.548
