14.210,14.504,40.866,1.176,30.772,68.894,33.320,35.770,83.790,11.172,26.754,39.102,3.332,2.352,35.770,22.050,15.190,39.592
14.210,14.504,40.866,1.176,30.772,68.894,36.064,27.734,85.652,19.110,22.050,38.220,3.332,2.352,35.770,22.050,15.190,39.592
18.032,9.212,41.160,3.332,10.584,74.186,44.492,-34.006,82.614,-0.784,4.900,52.528,3.038,-1.862,35.966,20.874,10.878,40.572
18.032,9.212,41.160,3.332,10.584,74.186,44.492,-34.006,82.614,-0.784,4.900,52.528,3.136,-1.764,36.064,20.874,10.878,40.572
17.836,8.722,41.160,3.528,9.212,74.382,45.472,-35.966,81.634,-0.784,4.900,52.528,3.136,-1.764,36.064,20.580,11.564,40.572
17.836,8.722,41.160,3.528,9.212,74.382,45.472,-35.966,81.634,-0.392,4.606,52.528,3.136,-1.764,36.064,20.580,11.564,40.572
17.542,9.016,41.160,3.528,9.212,74.382,45.080,-35.770,81.830,-0.392,4.606,52.528,3.332,-1.960,35.966,20.580,11.564,40.572
17.248,8.820,41.552,3.920,9.016,74.186,43.610,-32.046,83.594,-1.274,4.900,52.528,4.508,-3.038,36.162,18.424,8.820,42.728
17.248,8.820,41.552,3.528,9.310,74.480,43.610,-32.046,83.594,0.294,6.076,51.646,4.508,-3.038,36.162,18.424,8.820,42.728
16.856,6.076,43.806,2.058,3.038,74.578,42.924,-34.496,82.908,0.000,5.096,52.234,4.900,-4.606,36.652,19.992,7.840,42.826
17.248,5.978,43.610,1.862,3.332,74.676,42.924,-34.496,82.908,0.000,5.096,52.234,4.900,-4.606,36.652,19.600,7.350,43.120
17.248,5.978,43.610,1.862,3.332,74.676,42.728,-34.202,83.202,0.392,5.488,52.038,4.704,-4.900,36.554,19.600,7.350,43.120
17.248,5.978,43.610,1.862,3.038,74.578,42.728,-34.202,83.202,0.392,5.488,52.038,4.704,-4.900,36.554,19.208,7.448,43.414
16.758,6.076,43.904,1.862,3.038,74.578,42.728,-34.202,83.202,0.196,5.390,52.038,4.704,-4.900,36.554,19.208,7.448,43.414
16.758,6.076,43.904,1.862,3.038,74.578,42.336,-34.398,83.496,0.196,5.390,52.038,4.704,-4.802,36.456,19.208,7.448,43.414
16.954,5.978,43.806,1.960,2.744,74.578,42.336,-34.398,83.496,0.196,5.390,52.038,4.704,-4.802,36.456,19.012,7.350,43.708
